gene_id,PLB1K1,PLB1K2,PLB1K3,PLB1K-rmpA1,PLB1K-rmpA2,PLB1K-rmpA3
b4200,7.888354035180149,8.987134282415983,9.522870502883013,11.314945835290436,10.721153261836092,9.89103797801785
b3751,10.048355682598762,10.168808416835526,9.835039753958021,10.032253643859347,9.961228071665925,10.494964648106718
b3709,10.661945804943663,10.100263087881343,9.930937219139821,7.781877519148162,10.30900286764792,10.45052360630198
b0643,10.776423728233127,10.67890980461376,10.515759003104852,8.430683858739604,9.214707771610584,9.585671734999972
b3230,8.249004168844667,8.93282270135979,9.804704503593726,11.265062198510035,10.656396131606629,9.565927398958479
b1256,9.766255223048764,10.359647472114702,10.083937233746097,9.534268371591843,9.396632191604441,10.790901533161476
b3114,6.690892379556039,8.569018762307442,7.5626410021338115,4.116039509326587,12.186692226118595,9.961002024225847
b2343,10.21053535528984,9.993631128910144,10.14228456802103,9.326729555484114,10.166946003005915,10.220240321793852
b3317,6.805739758424933,8.354918265724137,9.08525373490645,11.830116514717187,10.357111946706045,8.53506929278093
b2696,10.678369586116565,10.001639695617117,10.136295240821626,9.684076443212,9.717937318588982,9.631356416142522
b3942,9.544877550277057,9.765838784420287,9.348125205462384,9.77994810046749,9.435803005410797,11.226899616915384
b2287,10.350919835302996,10.325957317951486,9.9817025990747,9.901548248335539,9.371861562100106,9.78688883685306
b0431,10.568797665785876,10.666767711769591,10.359521719046521,10.141845428125603,6.442128832259818,8.686001745352774
b3316,6.717733461754271,8.168390985683104,9.112008490211103,11.832925840945943,10.193505736718382,8.325557760353693
b0114,8.751070118820389,8.720831854492468,8.330133814385107,10.346714165683894,9.583056631600595,11.469321475531986
b1612,10.734447318502175,10.844115136474619,10.265779391151916,9.298297189482518,7.340927891292502,8.912708490333094
b1004,9.991878934308017,9.925263005564789,9.511379657378319,9.552436189623023,9.784098017017255,10.713978492568232
b3894,10.752925042746156,10.507203047674787,10.698941334604472,8.641763652045395,7.780493950292705,9.001978714508216
b3318,6.625588968293447,7.873732760867673,8.751191212423988,11.733060641525213,10.476165089318235,8.570451359910155
b3065,9.112493532969848,9.690428938232918,9.829746437772869,10.339544080520296,10.508630739533263,9.823532315139914
b1308,10.309621593437122,10.267156145135454,10.311768060416966,8.216532103561018,10.045087280869467,9.658574144692752
b1725,10.64685032007821,10.512474745374426,10.44788918836554,8.01948437918685,9.042672519041485,9.366922901676555
b2926,10.025623487599756,10.227992481983494,10.008825846858636,9.950573822816672,9.407964629748285,9.888121157935048
b0438,10.02395744512399,9.906964246970016,9.733547545470092,10.05106636903528,9.985656107887854,9.859427939808459
b4188,10.766634007448742,10.709293763269287,10.536503485959834,7.1106500907014345,8.748016193687151,8.492931288544938
b1376,10.399263801568695,10.268445004665127,10.312443943987873,8.767200402365166,8.810201619853233,10.046318766736784
b2779,8.82609276598436,8.711681011172463,8.607441604549065,10.896088016733701,10.560842333218806,10.117107407626985
b3609,9.67198312275385,9.702163933910146,9.59126659212735,9.96464689000459,10.458341354287317,9.895038812539473
b3319,6.608486999665175,7.789629058812951,8.68145540928826,11.579370473464122,10.463122865183989,8.720933813743361
b3313,7.538092846946966,8.591507664281652,8.956058138258827,11.676219881501464,9.847811987458845,8.48810204213027
b4189,10.913569597491893,10.5610093899184,10.310089632855128,7.341387249793749,8.617329894973826,8.455908950908167
b3737,9.548319627492655,10.316774420114651,10.425415844361424,9.753969484094224,8.93210606442354,9.68748073402959
b3302,7.751405089607455,8.765295848093677,9.159230096927052,11.379245078144226,10.150894243523572,9.036748019983222
b3349,10.036250133318216,10.128630439031022,9.99074544195991,9.353563448952363,9.785821982162654,9.678028046591614
b3528,10.663625691246017,10.743573677757029,10.4273564753767,7.785793041916342,6.272305005417813,8.951045716835683
b4396,10.462368549876798,10.316120204698215,10.355614321639676,8.551253461422004,8.927020402125178,9.268498951632198
b3175,9.305042771496161,9.598029275527848,10.018951441704422,9.715024602956033,10.187950753485092,9.98247642939866
b4554,10.949143245031362,10.317677373013433,10.059415582304267,7.701611448967287,8.009689068580043,9.357693333761922
b0814,9.398846999625318,9.509679675485417,9.981213964425843,10.356253590123867,9.870690714226004,9.51153130939612
b0115,7.996702837460015,8.574408659755871,7.7029416886635405,10.095122825727664,9.481728459483945,11.408061777607525
b1093,9.782183788961172,9.717597861020742,9.816149465571067,9.917222015768516,9.844312268922195,9.702134216943398
b1415,10.736764056806676,10.611454708924256,9.879272525571627,9.27921056426161,6.727654408428579,8.63352462249534
b0755,9.465238984313533,9.384119990815234,9.198010352830954,10.577199231408935,9.539550333998159,10.070013051361663
b2185,8.605272160110522,9.667053557798845,10.320089886523704,10.130771564346901,10.050147508788791,9.325682564813944
b3099,9.947376266378177,9.275160118297897,8.849595100034438,10.152090427111093,9.493203312676286,10.412054270530247
b3157,10.126016887632034,10.216545173636307,10.362529962266807,8.368955853396146,9.479003191020867,9.229807543752107
